"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1291","seropositive swine","Infected host",NA,"Host",NA,"Host",3,2
"1292","Pseudorabies virus","Pathogen",NA,NA,"Pathogen",NA,2,1
"1293","European wild boar","Common name","Common name","Common name","Common name",NA,4,1
"1294","immunoblotting","Test","Test","Diagnostic test",NA,NA,3,2
"1295","eastern Germany","Location",NA,NA,NA,NA,1,1
"1296","domestic pig population","Host","Host","Animal source",NA,NA,3,2
"1297","pseudorabies","Disease","Disease",NA,"Disease","Disease",4,1
"1298","Epidemiological study","Process",NA,NA,NA,NA,1,1
"1299","Gulf of Cadiz","Location",NA,NA,NA,NA,1,1
"1300","Southwestern Iberian Peninsula","Location",NA,NA,NA,NA,1,1
"1301","infectious pancreatic necrosis virus","Pathogen",NA,NA,"Pathogen",NA,2,1
"1302","IPNV","Pathogen",NA,NA,NA,NA,1,1
"1303","viral hemorrhagic septicemia virus","Pathogen",NA,NA,"Pathogen",NA,2,1
"1304","VHSV","Pathogen",NA,NA,NA,NA,1,1
"1305","viral nervous necrosis virus","Pathogen",NA,NA,"Pathogen",NA,2,1
"1306","VNNV","Pathogen",NA,NA,NA,NA,1,1
"1307","Chelon labrosus","Host",NA,"Host",NA,NA,2,1
"1308","barracuda","Host",NA,NA,NA,NA,1,1
"1309","Sphyraena sphyraena","Host",NA,NA,NA,NA,1,1
"1310","axillary seabream","Host",NA,NA,NA,NA,1,1
"1311","Pagellus acarne","Host",NA,NA,NA,NA,1,1
"1312","common two-banded seabream","Host",NA,NA,NA,NA,1,1
"1313","Diplodus vulgaris","Host",NA,NA,NA,NA,1,1
"1314","common pandora","Host",NA,NA,NA,NA,1,1
"1315","P. erythrinus","Host",NA,NA,NA,NA,1,1
"1316","Senegal seabream","Host",NA,NA,NA,NA,1,1
"1317","D. bellottii","Host",NA,NA,NA,NA,1,1
"1318","surmullet","Host",NA,NA,NA,NA,1,1
"1319","Mullus surmuletus","Host",NA,NA,NA,"Host",2,1
"1320","black seabream","Host",NA,NA,NA,"Common name",2,2
"1321","Spondyliosoma cantharus","Host",NA,NA,NA,"Host",2,1
"1322","red mullet","Host",NA,NA,NA,"Common name",2,2
"1323","Mullet barbatus","Host",NA,NA,NA,NA,1,1
"1324","Lusitanian toadfish","Host",NA,NA,NA,"Common name",2,2
"1325","Halobatrachus didactylus","Host",NA,NA,NA,"Host",2,1
"1326","tub gurnard","Host","Host",NA,NA,"Common name",3,2
"1327","Chelidonichtys lucerna","Host","Host",NA,NA,"Host",3,1
"1328","San Pedro River","Location","Location",NA,NA,NA,2,1
"1329","Bay of Cadiz","Location","Location",NA,NA,NA,2,1
"1330","cell culture","Process","Method",NA,"Method","Process",4,2
"1331","molecular diagnosis","Process","Method",NA,"Method","Process",4,2
"1332","44.4%","Measurement","Measurement",NA,"Value","Proportion",4,3
"1333","pig frog","Common name","Common name",NA,"Common name","Common name",4,1
"1334","lethal syndrome","Disease","Disease","Disease","Disease","Disease",5,1
"1335","lethal infections","Symptom",NA,NA,NA,NA,1,1
"1336","serological reactivity","Method",NA,"Measurement","Method","Method",4,2
"1337","gel electrophoresis","Method",NA,"Measurement","Method","Method",4,2
"1338","PCR amplification","Method",NA,"Measurement","Method","Method",4,2
"1339","nucleic acid sequence analysis","Method",NA,"Measurement","Method","Method",4,2
"1340","major capsid protein (MCP) gene","Gene","Gene",NA,"Gene","Gene",4,1
"1341","FV3","Pathogen","Pathogen","Pathogen","Virus isolate","Pathogen",5,2
"1342","Ranavirus","Taxonomic classification","Genus","Genus","Genus","Pathogen",5,3
"1343","Iridoviridae","Taxonomic classification","Family","Family","Family","Family",5,2
"1344","Cottontail rabbit papillomavirus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1345","desert cottontail","Common name","Common name","Common name","Common name","Common name",5,1
"1346","Sylvilagus audubonii","Host","Host","Host","Host","Host",5,1
"1347","large, pedunculated, dark cutaneous lesions","Symptom","Symptom",NA,"Symptom",NA,3,1
"1348","cylindrical masses","Symptom","Symptom",NA,"Symptom","Symptom",4,1
"1349","mouth","Body part","Tissue","Body part","Tissue","Body part",5,2
"1350","abdomen","Body part","Tissue","Body part","Tissue","Body part",5,2
"1351","papillomas","Disease","Disease",NA,NA,NA,2,1
"1352","Dengue virus","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"1353","Mexican bats","Host","Host","Host",NA,NA,3,1
"1354","five families","Taxonomic group",NA,NA,NA,"Number of families",2,2
"1355","12 genera","Taxonomic group","Number of genera",NA,NA,"Number of genera",3,2
"1356","19 different species","Taxonomic group","Number of species",NA,NA,"Number of species",3,2
"1357","Gulf coast of Mexico","Location",NA,NA,NA,NA,1,1
"1358","Pacific coast of Mexico","Location",NA,NA,NA,NA,1,1
"1359","dengue virus (DV) NS1 protein","Test",NA,NA,NA,NA,1,1
"1360","nine individuals","Number of individuals","Number of individuals",NA,NA,NA,2,1
"1361","four species","Taxonomic group","Number of species",NA,NA,"Number of species",3,2
"1362","Myotis nigricans","Host","Host","Host","Host",NA,4,1
"1363","Pteronotus parnellii","Host","Host","Host","Host",NA,4,1
"1364","Natalus stramineus","Host","Host","Host","Host",NA,4,1
"1365","Artibeus jamaicensis","Host","Host","Host","Host",NA,4,1
"1366","12.86% seroprevalence","Proportion",NA,NA,NA,NA,1,1
"1367","DV serotype 2","Pathogen","Pathogen",NA,NA,"Pathogen",3,1
"1368","three tests","Test",NA,NA,NA,NA,1,1
"1369","positive individuals","Symptom",NA,NA,NA,NA,1,1
"1370","first evidence","Event",NA,NA,NA,NA,1,1
"1371","porcupines","Host","Common name",NA,"Common name","Common name",4,2
"1372","1975-1977","Time period","Time period","Time period","Time period","Time period",5,1
"1373","rocky knolls","Location","Habitat","Location","Environment","Habitat",5,3
"1374","south-facing slopes","Location","Habitat","Location","Environment","Habitat",5,3
"1375","montane coniferous forest","Habitat","Habitat","Habitat","Environment","Habitat",5,2
"1376","20 adult porcupines","Number of individuals",NA,NA,NA,NA,1,1
"1377","neutralizing antibody","Biological marker",NA,"Symptom","Immune response","Immune response",4,3
"1378","CTF virus","Pathogen","Common name",NA,NA,NA,2,2
"1379","CTF ecosystem","Ecosystem",NA,NA,NA,NA,1,1
"1380","85%","proportion of porcupines with","Percentage of porcupines with antibodies","Proportion","Proportion of individuals with immune response","Proportion",5,4
"1381","tremors","Symptom","Symptom",NA,"Symptom","Symptom",4,1
"1382","necropsy","Procedure","Procedure",NA,"Diagnostic test","Process",4,3
"1383","The University of Georgia","Institution","Institution","Organization","University","Organization",5,3
"1384","multifocal lymphoplasmacytic perivascular inflammation","Histological finding",NA,NA,NA,NA,1,1
"1385","scattered gliosis","Histological finding",NA,NA,NA,NA,1,1
"1386","rare satellitosis","Histological finding",NA,NA,NA,NA,1,1
"1387","mild hemorrhage","Histological finding",NA,NA,NA,NA,1,1
"1388","congestion","Histological finding",NA,NA,"Histological finding","Observation",3,2
"1389","retropharyngeal lymph nodes","Anatomical structure","Tissue",NA,"Tissue","Tissue",4,2
"1390","mild lymphoid depletion","Histological finding",NA,NA,NA,NA,1,1
"1391","tonsil","Anatomical structure","Tissue",NA,"Tissue","Tissue",4,2
"1392","fatal","Outcome",NA,NA,NA,NA,1,1
"1393","marble spleen disease","Disease","Disease",NA,NA,NA,2,1
"1394","ring-necked pheasants","Common name",NA,"Common name","Common name","Common name",4,1
"1395","splenomegaly virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1396","variable mortality","Symptom",NA,NA,NA,NA,1,1
"1397","high morbidity","Symptom",NA,NA,NA,NA,1,1
"1398","enlargement and mottling of the spleen","Lesion",NA,NA,NA,NA,1,1
"1399","pulmonary edema","Lesion","Lesion","Symptom","Symptom","Symptom",5,2
"1400","reticuloendothelial (RE) cell hyperplasia","Cellular change",NA,NA,"Symptom","Symptom",3,2
"1401","lymphoid necrosis","Cellular change","Lesion","Symptom","Symptom","Symptom",5,3
"1402","intranuclear viral inclusions","Cellular change",NA,"Symptom","Symptom","Symptom",4,2
"1403","avirulent strains of MSD virus","Vaccine","Vaccine","Vaccine","Vaccine","Vaccine",5,1
"1404","supportive care","Management practice","Treatment","Treatment",NA,"Treatment",4,2
"1405","strict sanitation","Management practice",NA,"Practice",NA,"Treatment",3,3
"1406","good management practices","Management practice","Management practice","Practice",NA,"Treatment",4,3
"1407","Himalayan monal","Common name","Common name","Common name","Common name","Common name",5,1
"1408","chronic wasting","Symptom","Symptom",NA,NA,"Symptom",3,1
"1409","mild non-suppurative encephalitis","Disease","Lesion",NA,NA,"Symptom",3,3
"1410","degenerative encephalopathy","Disease","Lesion",NA,NA,"Symptom",3,3
"1411","lymphoplasmacytic myenteric ganglioneuritis","Disease","Lesion",NA,NA,"Symptom",3,3
"1412","proventriculus","Tissue","Tissue",NA,NA,NA,2,1
"1413","Wallerian degeneration","Disease","Lesion","Symptom",NA,"Symptom",4,3
"1414","sciatic nerves","Tissue","Tissue",NA,NA,"Tissue",3,1
"1415","ABV genotype 4","Pathogen genotype","Pathogen",NA,"Pathogen subtype","Pathogen",4,3
"1416","psittacine birds","Host","Host",NA,NA,"Common name",3,2
"1417","white-bellied caique","Common name","Common name",NA,NA,"Common name",3,1
"1418","aviary","Location","Environment",NA,NA,"Environment",3,2
"1419","Order Galliformes","Taxonomic order","Taxonomic group","Taxonomic group","Taxonomic group","Taxonomic group",5,2
"1420","measles virus","Pathogen","Pathogen",NA,"Pathogen",NA,3,1
"1421","outbreak","Event",NA,NA,"Event",NA,2,1
"1422","measles","Disease","Disease",NA,"Disease",NA,3,1
"1423","53","Total number",NA,NA,"Number of individuals infected","Number of individuals infected",3,2
"1424","4 months","Duration","Duration",NA,"Duration","Duration",4,1
"1425","diarrhea","Symptom",NA,NA,"Symptom","Symptom",3,1
"1426","dermatitis","Symptom",NA,NA,"Symptom","Symptom",3,1
"1427","outdoor exhibits","Location","Environment",NA,"Environment","Environment",4,2
"1428","indoor caging","Location","Environment",NA,"Environment","Environment",4,2
"1429","new outdoor exhibits","Location","Environment",NA,NA,"Environment",3,2
"1430","immunohistochemistry (IHC)","Diagnostic method","Diagnostic method",NA,"Diagnostic method","Diagnostic method",4,1
"1431","in situ hybridization (ISH)","Diagnostic method","Diagnostic method",NA,"Diagnostic method","Diagnostic method",4,1
"1432","stomach","Tissue","Tissue","Tissue",NA,NA,3,1
"1433","Rabies virus","Pathogen",NA,NA,"Pathogen",NA,2,1
"1434","Lyssavirus","Pathogen",NA,NA,"Disease",NA,2,2
"1435","lagomorphs","Host","Host","Common name",NA,"Common name",4,2
"1436","woodchuck","Common name","Common name","Common name",NA,"Common name",4,1
"1437","Marmota monax","Host","Host","Host","Host","Host",5,1
"1438","United States","Location","Location","Location","Location","Location",5,1
"1439","mid-Atlantic states","Location","Location","Location",NA,"Location",4,1
"1440","Centers for Disease Control","Organization","Organization","Organization","Organization","Organization",5,1
"1441","104","Number of cases","Number of cases",NA,"Number of cases","Number of cases",4,1
"1442","64%","Proportion","Proportion of cases",NA,NA,"Proportion of cases",3,2
"1443","rabies surveillance","Event",NA,NA,NA,NA,1,1
"1444","rabies postexposure prophylaxis","Recommendation","Treatment","Treatment",NA,NA,3,2
"1445","Columbid herpesvirus-1","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"1446","great horned owl","Common name",NA,"Common name",NA,"Common name",3,1
"1447","Bubo virginianus","Host","Host","Host","Host","Host",5,1
"1448","Calgary, Alberta","Location",NA,NA,NA,NA,1,1
"1449","four cases","Number of cases",NA,NA,NA,"Number of individuals infected",2,2
"1450","severe multifocal hepatic and splenic necrosis","Symptom",NA,NA,NA,NA,1,1
"1451","pharyngeal ulceration and necrosis","Symptom",NA,NA,NA,NA,1,1
"1452","gastrointestinal necrosis","Symptom","Symptom",NA,"Symptom","Symptom",4,1
"1453","eosinophilic intranuclear viral inclusion bodies","Sign","Symptom",NA,"Symptom","Symptom",4,2
"1454","99.7%","Homology percentage","Percentage","Proportion","Measurement value","Proportion",5,4
"1455","Leptospirosis",NA,"Disease","Disease","Disease","Disease",4,1
"1456","31",NA,"Number of individuals",NA,NA,NA,1,1
"1457","February 27",NA,"Date","Date","Date","Date",4,1
"1458","September 17",NA,"Date","Date","Date","Date",4,1
"1459","Procyon lotor",NA,"Host",NA,"Host",NA,2,1
"1460","skunks",NA,"Host","Host","Common name",NA,3,2
"1461","Mephitis mephitis",NA,"Host","Host","Host",NA,3,1
"1462","opossums",NA,"Host","Host","Common name",NA,3,2
"1463","Didelphis virginiana",NA,"Host","Host","Host",NA,3,1
"1464","gray squirrels",NA,"Host","Host","Common name",NA,3,2
"1465","Sciurus carolinensis",NA,"Host","Host","Host",NA,3,1
"1466","dogs",NA,"Host","Host",NA,"Common name",3,2
"1467","rabies virus",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1468","canine parvovirus (CPV-2)",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1469","canine distemper virus (CDV)",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1470","Ehrlichia canis",NA,"Pathogen","Pathogen","Pathogen",NA,3,1
"1471","Canis mesomelas",NA,"Host","Host","Host",NA,3,1
"1472","C. aureus",NA,"Host","Host","Host",NA,3,1
"1473","April 1987",NA,"Date","Date","Date","Date",4,1
"1474","January 1988",NA,"Date","Date","Date","Date",4,1
"1475","14",NA,"Number of positive samples",NA,"Number of individuals with antibodies",NA,2,2
"1476","55",NA,"Number of sampled individuals",NA,"Number of individuals sampled",NA,2,2
"1477","2%",NA,"Prevalence",NA,"Proportion","Proportion",3,2
"1478","36",NA,"Number of sampled individuals",NA,NA,"Number of individuals",2,2
"1479","African ecosystems",NA,"Environment","Environment","Environment","Environment",4,1
"1480","rare and endangered canids",NA,"Host","Host","Host group",NA,3,2
"1481","canine diseases",NA,"Disease",NA,"Disease group","Disease",3,2
"1482","circulating antibodies",NA,"against",NA,NA,NA,1,1
"1483","Herpesvirus",NA,"Pathogen","Pathogen","Pathogen","Pathogen",4,1
"1484","Phoca vitulina richardsi",NA,"Host","Host","Host","Host",4,1
"1485","coastal California",NA,"Location",NA,NA,NA,1,1
"1486","central and northern California",NA,"Location",NA,NA,"Location",2,1
"1487","USA",NA,"Location",NA,NA,NA,1,1
"1488","adrenal necrosis",NA,"Disease",NA,NA,"Disease",2,1
"1489","sepsis",NA,"Disease",NA,NA,"Disease",2,1
"1490","bacterial omphalophlebitis",NA,"Disease",NA,NA,"Disease",2,1
"1491","gastroenteritis",NA,"Disease",NA,NA,"Disease",2,1
"1492","thymic atrophy",NA,"Disease",NA,NA,"Disease",2,1
"1493","lymphopenia",NA,"Symptom",NA,NA,"Symptom",2,1
"1494","adrenal tissue",NA,"Tissue",NA,NA,NA,1,1
"1495","kidney cell lines",NA,"Cell type",NA,NA,NA,1,1
"1496","cytopathic effect",NA,"Symptom",NA,NA,"Symptom",2,1
"1497","inclusion bodies",NA,"Pathological feature",NA,NA,NA,1,1
"1498","viral particles",NA,"Pathogen component",NA,NA,"Pathogen",2,2
"1499","100 nm",NA,"Size",NA,NA,"Measurement",2,2
"1500","160 nm",NA,"Size",NA,NA,"Measurement",2,2
"1501","0 to 63 days",NA,"Duration","Duration",NA,"Duration",3,1
"1502","below average birth weight",NA,"Physiological feature",NA,NA,NA,1,1
"1503","male",NA,"Sex",NA,"Sex","Gender",3,2
"1504","female",NA,"Sex",NA,NA,NA,1,1
"1505","42",NA,"Number of individuals",NA,NA,NA,1,1
"1506","95",NA,"Number of individuals",NA,NA,NA,1,1
"1507","32",NA,"Number of individuals",NA,NA,NA,1,1
"1508","67",NA,"Number of individuals","Number of municipalities with confirmed YFV circulation",NA,NA,2,2
"1509","45%",NA,"Proportion of individuals",NA,NA,"Proportion of individuals that died",2,2
"1510","74",NA,"Number of individuals",NA,NA,NA,1,1
"1511","162",NA,"Number of individuals",NA,NA,NA,1,1
"1512","47%",NA,"Proportion of individuals",NA,NA,NA,1,1
"1513","island fox",NA,"Common name","Common name","Common name","Common name",4,1
