"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1236","strain AH95NorA","Nodavirus strain","Nodavirus strain",NA,NA,NA,2,1
"1237","SJNNV","virus","Nodavirus strain",NA,"Virus",NA,3,3
"1238","striped jack nervous necrosis virus","Nodavirus species","Virus",NA,"Nodavirus",NA,3,3
"1239","BFNNV","Betanodavirus","Nodavirus strain",NA,"Virus",NA,3,3
"1240","barfin flounder nervous necrosis virus","Nodavirus species","Virus",NA,"Betanodavirus",NA,3,3
"1241","Atlantic halibut","Host","Animal","Host","Species",NA,4,3
"1242","Hippoglossus hippoglossus","Host","Host","Host","Species",NA,4,2
"1243","barfin flounder","Host",NA,NA,"Host",NA,2,1
"1244","Verasper moseri","Host","Host","Host","Host",NA,4,1
"1245","Pacific cod","Host","Host","Host","Host",NA,4,1
"1246","Gadus macrocephalus","Host","Host","Host","Host",NA,4,1
"1247","viral encephalopathy and retinopathy","Disease","Disease",NA,"Disease",NA,3,1
"1248","VER","Gene","Gene",NA,"Disease",NA,3,2
"1249","capsid protein gene","Viral gene",NA,NA,"Viral gene",NA,2,1
"1250","RNA2","Viral RNA segment","Viral RNA genome segment","Nucleic acid sequence","Viral RNA segment",NA,4,3
"1251","T2 region","Molecular region","Viral genome region","Genomic region","Genomic region",NA,4,3
"1252","T4 region","Genomic region","Viral capsid protein region","Genomic region","Gene region",NA,4,3
"1253","1349 nucleotide fragment","Measurement",NA,NA,NA,NA,1,1
"1254","830 nucleotides","Measurement",NA,NA,NA,NA,1,1
"1255","421 nucleotides","Measurement",NA,NA,NA,NA,1,1
"1256","80% identity","Measurement",NA,NA,NA,NA,1,1
"1257","98% identity","Measurement",NA,NA,NA,NA,1,1
"1258","76% identity","Measurement",NA,NA,NA,NA,1,1
"1259","84.5% identity","Measurement",NA,NA,NA,NA,1,1
"1260","10 to 100 copies","Measurement",NA,NA,"Quantity of Biomolecule",NA,2,2
"1261","100 to 1000 copies","Measurement",NA,NA,"Quantity of RNA molecules",NA,2,2
"1262","primer set","Reagent",NA,NA,"PCR primer set",NA,2,2
"1263","plasmid","Reagent","Genetic Material",NA,"DNA plasmid",NA,3,3
"1264","Borna disease virus","Bornaviridae","Virus","Viral pathogen","Virus","Virus",5,3
"1265","Chiba prefecture","prefecture","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical entity",5,5
"1266","Western blot","Method","Assay","Diagnostic test","Laboratory Technique","Test",5,5
"1267","immunofluorescence assays","Method","Assay",NA,NA,"Test",3,3
"1268","serum antibodies","biological molecule","Measurable entity",NA,"Antibody","Biological Molecules",4,4
"1269","BDV antigens","Viral antigen","Measurable entity","Viral protein","Viral antigen","Biological molecule",5,4
"1270","brain tissue","Brain tissue","Anatomical Tissue",NA,"Tissue","Anatomical Structure",4,4
"1271","BDV sequences","Viral RNA","Measurable entity","Biological sequence",NA,"Viral RNA",4,3
"1272","genetic conservation","concept",NA,NA,NA,"Biological Phenomenon",2,2
"1273","unique differences","genetic differences",NA,NA,NA,"Biological Variation",2,2
"1274","49","Number","Number of individuals","Number of individuals","Quantity","Number",5,3
"1275","12.2%","seroprevalence rate","Seroprevalence","Proportion","Seroprevalence","Seroprevalence rate",5,4
"1276","one case","Number",NA,NA,NA,"BiologicalSample",2,2
"1277","astroviral diarrhea","disease","Disease",NA,"Disease",NA,3,2
"1278","Mamastrovirus","Astrovirus","Virus","Species of virus","Virus","Virus",5,3
"1279","cheetah","species",NA,NA,NA,"Animal",2,2
"1280","Acinonyx jubatus","Species","Species","Species","Species","Animal species",5,2
"1281","Astrovirus","Astrovirus",NA,"Viral pathogen","Virus",NA,3,3
"1282","lethargy","Symptom","Symptom",NA,"Sign or Symptom","Symptom",4,2
"1283","anorexia","symptom",NA,NA,"Disease or Syndrome",NA,2,2
"1284","watery diarrhea","Symptom","Symptom",NA,"Disease Symptom",NA,3,2
"1285","regurgitation","Gastrointestinal symptom","Gastrointestinal symptom",NA,"Sign or Symptom","Medical Symptom",4,3
"1286","11-day period","Time Period",NA,"Duration","Duration","Duration",4,2
"1287","consensus astroviral PCR","Diagnostic method",NA,NA,"Polymerase Chain Reaction Technique",NA,2,2
"1288","particles morphologically consistent with an astrovirus","Mamastrovirus",NA,NA,NA,NA,1,1
"1289","no other viral pathogens or significant bacterial pathogens","absence of pathogens",NA,NA,NA,NA,1,1
"1290","Bayesian and maximum likelihood phylogenetic analyses","Diagnostic method",NA,NA,NA,"Phylogenetic Methods",2,2
"1291","bismuth subsalicylate tablets","medication","Medication",NA,"Medication",NA,3,2
"1292","524mg PO BID for 5 days","DrugRegimen",NA,NA,NA,"Dosage",2,2
"1293","recovered without additional intervention","Disease Outcome",NA,NA,NA,NA,1,1
"1294","Influenza A virus","Influenza A virus",NA,NA,"Virus",NA,2,2
"1295","Kuril harbor seal","Host","Animal subspecies","Phoca vitulina stejnegeri","Subspecies","Animal species",5,5
"1296","Phoca vitulina stejnegeri","subspecies","Animal subspecies","Species","Subspecies","Animal species",5,5
"1297","Hokkaido","Geographical Region","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical entity",5,5
"1298","Nosappu","Phoca vitulina stejnegeri","Geographic Location","Geographic Location","Location","Location",5,3
"1299","Akkeshi","Geographical location","Location","Geographic Location","Location","Location",5,3
"1300","Erimo","GeographicalRegion","Location","Geographic Location","Location","Location",5,3
"1301","Serum samples","Serum Sample",NA,NA,"BiologicalSample",NA,2,2
"1302","Hemagglutination inhibition (HI) tests","Serological test",NA,"Laboratory test",NA,NA,2,2
"1303","Influenza A virus infection","disease",NA,NA,NA,NA,1,1
"1304","H3 subtype","Influenza A virus subtype",NA,NA,NA,NA,1,1
"1305","H6 subtype","Influenza A virus subtype",NA,NA,NA,NA,1,1
"1306","Avians","Host",NA,NA,NA,NA,1,1
"1307","1998","Time","Year","Year","Year","Year",5,2
"1308","11%","Measurement","Percentage",NA,NA,"Percentage",3,2
"1309","12%","Measurement","Percentage",NA,NA,"Percentage",3,2
"1310","231","Measurement",NA,NA,NA,NA,1,1
"1311","75","Measurement","Quantity",NA,"Quantity","Quantity",4,2
"1312","1/9","Measurement","Proportion",NA,NA,"Ratio",3,3
"1313","2/66","Measurement","Ratio",NA,NA,"Ratio",3,2
"1314","7/59","Measurement","Proportion",NA,NA,"Ratio",3,3
"1315","5/77","Measurement","Proportion",NA,NA,"Ratio",3,3
"1316","Sporadic infection","Sporadic infection",NA,NA,"Disease",NA,2,2
"1317","Jamestown Canyon virus","Orthobunyavirus","Virus","Virus","Virus","Virus",5,2
"1318","Bunyamwera group virus","Genus","Virus","Orthobunyavirus","Virus group","Virus",5,4
"1319","La Crosse virus","Virus","Virus","Viral pathogen","Virus","Virus",5,2
"1320","central Wisconsin","Geographical region","Geographic Location","Geographic Region","GeographicRegion","Geographical Region",5,5
"1321","1979-1980","Year Range","Time Period","DateRange","Time Period","Time Period",5,3
"1322","41","Count","Number of deer","Number of deer","Number of animals",NA,4,3
"1323","56%","Measurement","Percentage","Percentage","Percentage","Percentage",5,2
"1324","serological evidence","Measurement",NA,NA,"LaboratoryTestResult",NA,2,2
"1325","antibody","Measurement","Measurable entity","Viral antibody",NA,"Biological molecule",4,4
"1326","sera","Biological Sample",NA,NA,"Blood Serum","Biological sample",3,3
"1327","Yellow fever","Disease","Disease","Disease","Disease",NA,4,1
"1328","outbreak","Event",NA,NA,"Disease Outbreak","DiseaseOutbreak",3,3
"1329","Alouatta populations","Host",NA,NA,NA,NA,1,1
"1330","southern Brazil","Geographical region","Geographic Location",NA,NA,NA,2,2
"1331","Rio Grande do Sul State","state","Administrative Division","Administrative Division","AdministrativeRegion","Geopolitical Entity",5,4
"1332","2008-2009","Time Period","Time Period","Time period","Time Period","Time period",5,2
"1333","Yellow Fever (YF)","Disease","Disease",NA,NA,NA,2,1
"1334","YF virus (YFV)","Virus","Virus",NA,NA,NA,2,1
"1335","tree hole breeding mosquitoes","disease vectors","Vector",NA,NA,NA,2,2
"1336","nonhuman primates (NHP)","Host",NA,NA,NA,NA,1,1
"1337","monkeys","Host","Host",NA,"Host",NA,3,1
"1338","apes","Host","Host",NA,"Host","Mammal",4,2
"1339","howler monkeys","Host","Host",NA,NA,NA,2,1
"1340","genus Alouatta","Host","Host",NA,"Biological genus",NA,3,2
"1341","Alouatta caraya","Host","Host","Host","Host","Animal species",5,2
"1342","black-and-gold howler monkey","Host","Host",NA,"Primate",NA,3,2
"1343","Haemagogus leucocelaenus","Mosquito","Mosquito species","Mosquito species","Mosquito species","Mosquito species",5,2
"1344","State Secretariat of Health","Government Agency","Governmental Public Health Agency","Governmental Health Agency","Government Health Agency","Government Agency",5,4
"1345","monitoring program","Event",NA,NA,"Event","Event",3,1
"1346","monkey captures","Event",NA,NA,"Event","Event",3,1
"1347","reporting of monkey casualties","Event",NA,NA,"Event",NA,2,1
"1348","rabies viruses","Rabies virus",NA,"Viral strain","Lyssavirus","Virus",4,4
"1349","bat-eared foxes","species","Animal Species",NA,"Species","Animal species",4,4
"1350","Otocyon megalotis","Host","Animal Species","Species","Species","Host",5,3
"1351","wildlife host species","Host","Animal",NA,"Animal Species","Host",4,3
"1352","domestic carnivore species","Host","Animal",NA,"Domesticated Mammal","Host",4,3
"1353","1980","Year","Year","Year","Year","Year",5,1
"1354","124","Number of rabies viruses","Number of rabies virus samples",NA,NA,NA,2,2
"1355","panel","virus panel",NA,NA,NA,NA,1,1
"1356","PCR amplicons","Tissue","DNA fragments","Molecular sequence","DNA fragment","Molecular Biology Product",5,5
"1357","G-L intergenic region","Tissue","Viral genomic region",NA,NA,"Genetic region",3,3
"1358","nucleotide sequence analyses","Molecular Biology Technique",NA,NA,NA,"Process",2,2
"1359","phylogenetic groups","Phylogenetic Entity","Virus taxa","Biological classification","Biological Classification","Biological Classification",5,4
"1360","antigenic data","Antigenic Data","Virus antigen","Rabies virus antigenic data","Viral antigenic determinant","Biological data",5,5
"1361","surveillance data","Disease","Epidemiological data","Viral surveillance data","Epidemiological data","Epidemiological data",5,3
"1362","hypothesis","Epidemiological Hypothesis",NA,NA,NA,"Scientific Hypothesis",2,2
"1363","geographical loci","geographical location",NA,"geographic locations","GeographicLocation","Location",4,4
"1364","molecular epidemiological investigation","study",NA,NA,NA,"Process",2,2
"1365","preS sequence","genetic",NA,NA,NA,NA,1,1
"1366","hepatitis B virus (HBV)","Hepatitis B virus",NA,NA,NA,NA,1,1
"1367","gibbon","Host","Host","Primate","Organism","Animal",5,4
"1368","Hylobates lar","Host","Host","Species","Species","Species",5,2
"1369","monoclonal anti-preS2 antibody (preS2 mAb 116-34)","monoclonal antibody",NA,NA,NA,NA,1,1
"1370","anti-preS1 mAb","monoclonal antibody",NA,"Antibody","Antibody","Antibody",4,2
"1371","hepatocyte","cell",NA,NA,NA,NA,1,1
"1372","DNA sequence","Genetic","Gene","Genomic sequence","Gene sequence","Viral DNA sequence",5,5
"1373","nucleotide substitution of A for C","nucleotide substitution",NA,NA,NA,NA,1,1
"1374","glutamine","Amino Acid","Amino acid","Amino acid","Amino Acid","Amino acid",5,2
"1375","lysine","Amino acid","Amino acid","Amino acid","Amino Acid","Amino acid",5,2
"1376","valine","Amino Acid","Amino acid","Amino Acid","Amino Acid","Amino acid",5,2
"1377","threonine","chemical","Amino acid","Amino Acid","Amino Acid","Amino acid",5,3
"1378","alanine","Amino acid","Amino acid","Amino Acid","Amino Acid","Amino acid",5,2
"1379","glutamic acid","Amino acid residue in viral protein","Amino acid","Amino Acid","Amino acid","Amino acid",5,3
"1380","aspartic acid","amino acid","Amino acid","Amino Acid","Amino Acid","Amino acid",5,3
"1381","leucine","Amino Acid","Amino acid","Amino acid","Amino Acid","Amino acid",5,2
"1382","European bat lyssavirus type 1","Lyssavirus","Virus","Virus","Virus","Virus",5,2
"1383","EBLV-1","Virus genotype","Virus","Virus subtype","Virus","Virus",5,3
"1384","genotype 5","Genotype",NA,NA,"Viral genotype","Viral Genotype",3,3
"1385","stone marten","Host","Mammal","Mammal","Mammal","Animal",5,3
"1386","Martes foina","Host","Host","Host","Species","Animal species",5,3
"1387","Germany","Country","Geographical Location","Country","Location.Country","Country",5,3
"1388","Burg","Location/City","City","City","Location","Location",5,3
"1389","Saxony-Anhalt","Geographical Region","Administrative Region","Administrative Region","AdministrativeRegion","German state",5,4
"1390","rabies","Disease","Disease","Disease",NA,"Disease",4,1
"1391","insectivorous bats","Host",NA,NA,NA,NA,1,1
"1392","fluorescent antibody test","Test",NA,NA,"Test","Test",3,1
"1393","classical rabies virus","Rabies virus (genotype 1)","Virus","Viral pathogen","Lyssavirus","Virus",5,4
"1394","genotype 1","Biological_Entity","Rabies virus genotype",NA,"Test","Viral Genotype",4,4
"1395","mouse inoculation test","Test",NA,"Diagnostic test","Test","Test",4,2
"1396","rabies tissue culture inoculation test","Test",NA,"Diagnostic test","Test","Test",4,2
"1397","nested RT-PCR","Test",NA,"Diagnostic test","Test","Test",4,2
"1398","heminested RT-PCR","Test",NA,"Diagnostic test","Test","Test",4,2
"1399","nucleoprotein phosphoprotein junction","viral nucleoprotein-phosphoprotein complex","Viral protein junction","Protein-protein interaction site","Viral protein complex","Protein Complex",5,5
"1400","brain samples","Biological Sample",NA,NA,NA,"Biological specimen",2,2
"1401","rabies-related virus","European bat lyssavirus type 1",NA,NA,NA,NA,1,1
"1402","EBLV-1a","Viral strain","Virus","Viral strain","Virus strain","Virus",5,3
"1403","serotine bat","Host","Host","Host","Host","Eulalia serotina",5,2
"1404","phylogenetic comparison","biological process",NA,NA,"Research Technique","Biological Process",3,3
"1405","isolate","Viral Isolate",NA,NA,"Sample",NA,2,2
"1406","spill-over","Biological process",NA,NA,"Disease transmission","Zoonotic event",3,3
"1407","August 2001","Date","DATE",NA,"Date",NA,3,2
"1408","regional veterinary laboratory","veterinary laboratory",NA,NA,"Diagnostic Laboratory",NA,2,2
"1409","wildlife","Host",NA,NA,NA,NA,1,1
"1410","Europe","Geographical Region","Continent",NA,"Continent","Geographical Region",4,2
"1411","99.5%","Percentage",NA,"Percentage","Percentage","Percentage",4,1
"1412","Survey for bat lyssaviruses","Public health surveillance",NA,NA,NA,NA,1,1
"1413","Thailand","Country","Geopolitical Entity","Country","Location_Country","Country",5,3
"1414","bat populations","animal population",NA,"Biological population",NA,"Host",3,3
"1415","8 provinces","AdministrativeRegion","Geographic Location","Administrative Division",NA,"Geopolitical Region",4,4
"1416","932 bats","Number",NA,NA,NA,NA,1,1
"1417","11 species","Number",NA,NA,NA,"Biological species count",2,2
"1418","serum collection","Sample Collection",NA,"Process",NA,"Biological sample collection",3,3
"1419","virus neutralization assays","virology assay","Diagnostic Test","Laboratory test",NA,"Laboratory Procedure",4,4
"1420","538","Number",NA,NA,"Count","Quantity",3,3
"1421","hemolysed or insufficient","specimen quality issue",NA,NA,NA,NA,1,1
"1422","394","Number",NA,NA,"Count","Quantity",3,3
"1423","Pteropus lylei","hosts","Host","Host","Host","Host",5,2
"1424","Eonycteris spelaea","Host","Host","Host","Host","Host",5,1
"1425","Hipposideros armiger","Host","Host","Host","Host","Host",5,1
"1426","Rousettus leschennaulti","Host","Host","Host","Host","Host",5,1
"1427","Aravan virus","Lyssavirus","Virus","Virus","Virus","Virus",5,2
"1428","Khujand virus","Bat lyssavirus","Virus","Virus","Virus","Virus",5,2
"1429","Irkut virus","bat lyssavirus","Virus","Bat lyssavirus","Virus","Virus",5,3
