"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1230","tissues","Biological tissue",NA,NA,"Biological Tissue Sample","Biological tissues",3,3
"1231","Four Corners virus","Hantavirus strain","Hantavirus","Hantavirus","Hantavirus","Virus",5,3
"1232","G1 glycoprotein","Viral glycoprotein","Viral glycoprotein","Viral glycoprotein","Viral envelope glycoprotein","Viral protein",5,3
"1233","epitope","Viral epitope","Viral protein epitope",NA,NA,NA,2,2
"1234","nodavirus","Genus","Virus","Viral species",NA,"Virus",4,3
"1235","Atlantic halibut nodavirus","Nodavirus","Virus",NA,NA,NA,2,2
"1236","strain AH95NorA","Nodavirus strain",NA,NA,NA,NA,1,1
"1237","SJNNV","virus","Virus","Striped Jack Nervous Necrosis Virus","Virus","Virus",5,3
"1238","striped jack nervous necrosis virus","Nodavirus species","Virus",NA,NA,"Virus",3,2
"1239","BFNNV","Betanodavirus","Virus","Virus","Virus","Virus",5,2
"1240","barfin flounder nervous necrosis virus","Nodavirus species","Virus","Virus",NA,"Virus",4,2
"1241","Atlantic halibut","Host","Animal","Fish species","Species","Fish species",5,4
"1242","Hippoglossus hippoglossus","Host","Species","Species","Species","Species",5,2
"1243","barfin flounder","Host",NA,"Organism",NA,"Fish species",3,3
"1244","Verasper moseri","Host","Organism","Organism","Organism","Fish species",5,3
"1245","Pacific cod","Host","Organism","Organism","Organism","Fish",5,3
"1246","Gadus macrocephalus","Host","Organism","Organism","Organism","Fish species",5,3
"1247","viral encephalopathy and retinopathy","Disease","Disease",NA,NA,"Disease",3,1
"1248","VER","Gene","Disease","Viral disease","Disease","Viral Enzyme",5,4
"1249","capsid protein gene","Viral gene",NA,NA,NA,NA,1,1
"1250","RNA2","Viral RNA segment","Viral RNA","Tissue","Viral RNA segment",NA,4,3
"1251","T2 region","Molecular region","Viral RNA region","Tissue","Genomic region","Tissue",5,4
"1252","T4 region","Genomic region","Viral genome region","Tissue","Gene region","Tissue",5,4
"1253","1349 nucleotide fragment","Measurement","Measurement",NA,NA,"Measurement",3,1
"1254","830 nucleotides","Measurement",NA,NA,NA,"Measurement",2,1
"1255","421 nucleotides","Measurement",NA,NA,NA,"Measurement",2,1
"1256","80% identity","Measurement",NA,NA,NA,NA,1,1
"1257","98% identity","Measurement",NA,NA,NA,NA,1,1
"1258","76% identity","Measurement",NA,NA,NA,NA,1,1
"1259","84.5% identity","Measurement",NA,NA,NA,NA,1,1
"1260","10 to 100 copies","Measurement","Measurement",NA,NA,NA,2,1
"1261","100 to 1000 copies","Measurement","Measurement",NA,NA,NA,2,1
"1262","primer set","Reagent","Molecular Biology Reagent",NA,NA,"Measurement",3,3
"1263","plasmid","Reagent","DNA molecule","Organism",NA,NA,3,3
"1264","Borna disease virus","Bornaviridae","Virus","Viral pathogen","Virus","Virus",5,3
"1265","Chiba prefecture","prefecture","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical entity",5,5
"1266","Western blot","Method","Assay","Test","Laboratory Technique","Test",5,4
"1267","immunofluorescence assays","Method","Assay",NA,"Laboratory Technique","Test",4,4
"1268","serum antibodies","biological molecule","Molecule",NA,"Antibody","Biological Molecules",4,4
"1269","BDV antigens","Viral antigen","Molecule","Viral protein","Viral antigen","Biological molecule",5,4
"1270","brain tissue","Brain tissue","Nervous tissue","Central Nervous System Tissue","Tissue","Anatomical Structure",5,5
"1271","BDV sequences","Viral RNA","Molecule",NA,NA,"Viral RNA",3,2
"1272","genetic conservation","concept","Biological Process",NA,NA,"Biological Phenomenon",3,3
"1273","unique differences","genetic differences",NA,NA,NA,NA,1,1
"1274","49","Number",NA,"Number of individuals","Quantity","Number",4,3
"1275","12.2%","seroprevalence rate",NA,"Proportion","Seroprevalence","Seroprevalence rate",4,4
"1276","one case","Number",NA,"Biological Sample",NA,"BiologicalSample",3,3
"1277","astroviral diarrhea","disease",NA,NA,"Disease",NA,2,2
"1278","Mamastrovirus","Astrovirus","Virus","Species of virus","Virus","Virus",5,3
"1279","cheetah","species","Animal",NA,"Organism::Animal::Mammal::Felidae::Acinonyx jubatus","Animal",4,3
"1280","Acinonyx jubatus","Species","Animal Species","Species","Species","Animal species",5,3
"1281","Astrovirus","Astrovirus",NA,"Viral pathogen","Virus",NA,3,3
"1282","lethargy","Symptom","Symptom","Clinical symptom","Sign or Symptom","Symptom",5,3
"1283","anorexia","symptom",NA,"Clinical symptom","Disease or Syndrome",NA,3,3
"1284","watery diarrhea","Symptom","Symptom","Gastrointestinal symptom","Disease Symptom",NA,4,3
"1285","regurgitation","Gastrointestinal symptom","Gastrointestinal symptom","Gastrointestinal symptom","Symptom","Medical Symptom",5,3
"1286","11-day period","Time Period",NA,"Duration","Duration","Duration",4,2
"1287","consensus astroviral PCR","Diagnostic method",NA,"Diagnostic method","Polymerase Chain Reaction Assay",NA,3,2
"1288","particles morphologically consistent with an astrovirus","Mamastrovirus",NA,NA,NA,NA,1,1
"1289","no other viral pathogens or significant bacterial pathogens","absence of pathogens",NA,NA,NA,NA,1,1
"1290","Bayesian and maximum likelihood phylogenetic analyses","Diagnostic method",NA,NA,NA,NA,1,1
"1291","bismuth subsalicylate tablets","medication","Medication","Medication","Medication","Medication",5,2
"1292","524mg PO BID for 5 days","DrugRegimen",NA,NA,NA,"Dosage",2,2
"1293","recovered without additional intervention","Disease Outcome",NA,NA,NA,NA,1,1
"1294","Influenza A virus","Influenza A virus",NA,NA,"Virus",NA,2,2
"1295","Kuril harbor seal","Host","Animal subspecies","Phoca vitulina stejnegeri","Subspecies","Animal species",5,5
"1296","Phoca vitulina stejnegeri","subspecies","Animal subspecies","Species","Subspecies of mammal","Animal species",5,5
"1297","Hokkaido","Geographical Region","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical entity",5,5
"1298","Nosappu","Phoca vitulina stejnegeri","Geographic Location","Geographic Location","Location","Location",5,3
"1299","Akkeshi","Geographical location","Geographic Location","Geographic Location","Location","Location",5,3
"1300","Erimo","GeographicalRegion","Location","Geographic Location","Location","Location",5,3
"1301","Serum samples","Serum Sample",NA,"Biological specimen","BiologicalSample",NA,3,3
"1302","Hemagglutination inhibition (HI) tests","Serological test",NA,"Laboratory test",NA,NA,2,2
"1303","Influenza A virus infection","disease",NA,NA,NA,NA,1,1
"1304","H3 subtype","Influenza A virus subtype",NA,NA,NA,NA,1,1
"1305","H6 subtype","Influenza A virus subtype",NA,NA,NA,NA,1,1
"1306","Avians","Host",NA,NA,"Organism Class",NA,2,2
"1307","1998","Time","Year","Year","Year","Year",5,2
"1308","11%","Measurement","Percentage",NA,NA,"Percentage",3,2
"1309","12%","Measurement","Percentage",NA,NA,"Percentage",3,2
"1310","231","Measurement",NA,NA,NA,NA,1,1
"1311","75","Measurement","Quantity",NA,NA,"Quantity",3,2
"1312","1/9","Measurement",NA,NA,NA,"Fraction",2,2
"1313","2/66","Measurement",NA,NA,NA,"Fraction",2,2
"1314","7/59","Measurement",NA,NA,NA,"Fraction",2,2
"1315","5/77","Measurement",NA,NA,NA,"Fraction",2,2
"1316","Sporadic infection","Sporadic infection",NA,NA,"Disease or Syndrome",NA,2,2
"1317","Jamestown Canyon virus","Orthobunyavirus","Virus","Virus","Virus","Virus",5,2
"1318","Bunyamwera group virus","Genus","Virus","Orthobunyavirus","Virus group","Virus",5,4
"1319","La Crosse virus","Virus","Virus","Viral pathogen","Virus","Virus",5,2
"1320","central Wisconsin","Geographical region","Geographic Location","Geographic Region","GeographicRegion","Geographical Region",5,5
"1321","1979-1980","Year Range","Time Period","TimePeriod","Time Period","Time Period",5,3
"1322","41","Count","Number of deer","Number of deer","Number of animals",NA,4,3
"1323","56%","Measurement","Percentage","Percentage","Percentage","Percentage",5,2
"1324","serological evidence","Measurement",NA,NA,"LaboratoryTestResult",NA,2,2
"1325","antibody","Measurement","immunoglobulin",NA,"Immunoglobulin",NA,3,3
"1326","sera","Biological Sample",NA,"Biological sample",NA,"Biological sample",3,2
"1327","Yellow fever","Disease","Disease","Disease","Disease",NA,4,1
"1328","outbreak","Event",NA,"Event","Disease Outbreak","DiseaseOutbreak",4,3
"1329","Alouatta populations","Host",NA,NA,NA,NA,1,1
"1330","southern Brazil","Geographical region","Geographic Location",NA,NA,NA,2,2
"1331","Rio Grande do Sul State","state","Administrative Division","Administrative Division","AdministrativeRegion","Geopolitical Entity",5,4
"1332","2008-2009","Time Period","Time Period","Time period","Time Period","Time period",5,2
"1333","Yellow Fever (YF)","Disease","Disease",NA,NA,NA,2,1
"1334","YF virus (YFV)","Virus",NA,NA,NA,NA,1,1
"1335","tree hole breeding mosquitoes","disease vectors","Organism","Organism",NA,NA,3,2
"1336","nonhuman primates (NHP)","Host","Organism",NA,NA,NA,2,2
"1337","monkeys","Host",NA,NA,NA,NA,1,1
"1338","apes","Host","Organism","Organism",NA,"Mammal",4,3
"1339","howler monkeys","Host",NA,"Alouatta",NA,NA,2,2
"1340","genus Alouatta","Host",NA,NA,NA,NA,1,1
"1341","Alouatta caraya","Host","Host","Species of primate","Species of Monkey","Animal species",5,4
"1342","black-and-gold howler monkey","Host","Animal Model","Alouatta caraya","Primate species","Animal species",5,5
"1343","Haemagogus leucocelaenus","Mosquito","Mosquito species","Mosquito species","Mosquito species","Mosquito species",5,2
"1344","State Secretariat of Health","Government Agency","Governmental Public Health Agency","Organism","Government Agency","Government Agency",5,3
"1345","monitoring program","Event","Disease surveillance program",NA,NA,NA,2,2
"1346","monkey captures","Event",NA,"Event",NA,"Process",3,2
"1347","reporting of monkey casualties","Event",NA,"Event",NA,NA,2,1
"1348","rabies viruses","Rabies virus","Virus","Viral strain","Lyssavirus","Virus",5,4
"1349","bat-eared foxes","species",NA,NA,NA,NA,1,1
"1350","Otocyon megalotis","Host","Animal Species","Species","Species","Species",5,3
"1351","wildlife host species","Host","Organism","Organism","Organism Species","Biological Taxon",5,4
"1352","domestic carnivore species","Host","Organism","Organism","Domesticated Mammal","Animal",5,4
"1353","1980","Year","Year",NA,"Year",NA,3,1
"1354","124","Number of rabies viruses","Number of rabies virus samples",NA,NA,NA,2,2
"1355","panel","virus panel",NA,NA,NA,NA,1,1
"1356","PCR amplicons","Tissue","DNA fragments","Measurement","DNA fragment","Measurement",5,4
"1357","G-L intergenic region","Tissue","Viral genomic region","Genomic region","Genomic region","Genetic region",5,4
"1358","nucleotide sequence analyses","Molecular Biology Technique",NA,NA,NA,NA,1,1
"1359","phylogenetic groups","Phylogenetic Entity","Virus taxa",NA,"Biological Classification","Biological Classification",4,3
"1360","antigenic data","Antigenic Data","Virus antigen","Measurement","Viral antigenic determinant data","Measurement",5,4
"1361","surveillance data","Disease","Epidemiological data","Measurement","Epidemiological data","Measurement",5,3
"1362","hypothesis","Epidemiological Hypothesis",NA,"Scientific Hypothesis",NA,NA,2,2
"1363","geographical loci","geographical location","Geographic Location","geographic locations","GeographicLocation","Location",5,5
"1364","molecular epidemiological investigation","study",NA,NA,NA,"Process",2,2
"1365","preS sequence","genetic",NA,NA,NA,NA,1,1
"1366","hepatitis B virus (HBV)","Hepatitis B virus",NA,NA,NA,NA,1,1
"1367","gibbon","Host","Animal","Primate","Organism Species","Animal",5,4
"1368","Hylobates lar","Host","Gibbon","Species","Species","Animal species",5,4
"1369","monoclonal anti-preS2 antibody (preS2 mAb 116-34)","monoclonal antibody",NA,NA,NA,NA,1,1
"1370","anti-preS1 mAb","monoclonal antibody",NA,"Antibody","Antibody","Organism",4,3
"1371","hepatocyte","cell",NA,NA,NA,NA,1,1
"1372","DNA sequence","Genetic",NA,"Genomic sequence",NA,"Gene sequence",3,3
"1373","nucleotide substitution of A for C","nucleotide substitution",NA,NA,NA,NA,1,1
"1374","glutamine","Amino Acid","Amino acid",NA,"Amino Acid","Amino Acid",4,2
"1375","lysine","Amino acid","Amino acid",NA,"Amino Acid","Amino Acid",4,2
"1376","valine","Amino Acid","Amino acid",NA,"Amino Acid","Amino Acid",4,2
"1377","threonine","chemical","Amino acid",NA,"Amino Acid","Amino acid",4,3
"1378","alanine","Amino acid","Amino acid",NA,"Amino Acid","Amino Acid",4,2
"1379","glutamic acid","Amino acid residue in viral protein","Amino acid",NA,"Amino Acid","Amino Acid",4,3
"1380","aspartic acid","amino acid","Amino acid",NA,"Amino Acid","Amino acid",4,3
"1381","leucine","Amino Acid","Amino acid",NA,"Amino Acid","Amino Acid",4,2
"1382","European bat lyssavirus type 1","Lyssavirus","Virus","Virus","Virus","Virus",5,2
"1383","EBLV-1","Virus genotype","Virus","Virus subtype","Virus","Virus",5,3
"1384","genotype 5","Genotype",NA,NA,"Viral genotype","Viral Genotype",3,3
"1385","stone marten","Host","Mammal","Mammal","Species","Host",5,3
"1386","Martes foina","Host","Animal","Species of mammal","Species","hosts",5,5
"1387","Germany","Country","Geographic Location","Country","Location.Country","Country",5,3
"1388","Burg","Location/City","City","City","City","Location",5,3
"1389","Saxony-Anhalt","Geographical Region","Administrative Region","Administrative Region","AdministrativeRegion","German state",5,4
"1390","rabies","Disease","Disease","Disease","Disease",NA,4,1
"1391","insectivorous bats","Host",NA,NA,NA,NA,1,1
"1392","fluorescent antibody test","Test",NA,NA,"Diagnostic test","Test",3,2
"1393","classical rabies virus","Rabies virus (genotype 1)","Virus","Viral pathogen","Lyssavirus","Virus",5,4
"1394","genotype 1","Biological_Entity",NA,NA,"Rabies virus genotype","Viral Genotype",3,3
"1395","mouse inoculation test","Test",NA,"Test","Diagnostic test","Test",4,2
"1396","rabies tissue culture inoculation test","Test",NA,"Test","Diagnostic test","Test",4,2
"1397","nested RT-PCR","Test",NA,"Test","Diagnostic test","Test",4,2
"1398","heminested RT-PCR","Test",NA,"Test","Diagnostic test","Test",4,2
"1399","nucleoprotein phosphoprotein junction","viral nucleoprotein-phosphoprotein complex","Viral protein junction","Protein-protein interaction site","Viral gene junction","Protein Complex",5,5
"1400","brain samples","Biological Sample",NA,NA,NA,"Biological specimen",2,2
"1401","rabies-related virus","European bat lyssavirus type 1",NA,NA,NA,NA,1,1
"1402","EBLV-1a","Viral strain",NA,"Viral strain","Virus subtype","Virus",4,3
"1403","serotine bat","Host","Animal","Mammal","Eptesicus serotinus","Host",5,4
"1404","phylogenetic comparison","biological process",NA,NA,NA,"Biological Process",2,2
"1405","isolate","Viral Isolate",NA,NA,NA,"Organism",2,2
"1406","spill-over","Biological process",NA,NA,NA,NA,1,1
"1407","August 2001","Date","DATE",NA,"Date",NA,3,2
"1408","regional veterinary laboratory","veterinary laboratory",NA,NA,"Diagnostic Laboratory",NA,2,2
"1409","wildlife","Host",NA,NA,NA,"Organism",2,2
"1410","Europe","Geographical Region","Continent","Continent",NA,"Geographical Region",4,2
"1411","99.5%","Percentage",NA,"Percentage",NA,"Percentage",3,1
"1412","Survey for bat lyssaviruses","Public health surveillance",NA,NA,NA,NA,1,1
"1413","Thailand","Country","Geopolitical Entity","Country","Location_Country","Country",5,3
"1414","bat populations","animal population",NA,NA,"OrganismPopulation",NA,2,2
"1415","8 provinces","AdministrativeRegion",NA,NA,NA,"Geopolitical Entity",2,2
"1416","932 bats","Number",NA,NA,NA,NA,1,1
"1417","11 species","Number",NA,NA,NA,"BiologicalTaxon",2,2
"1418","serum collection","Sample Collection",NA,NA,NA,NA,1,1
